# id:13-13--13 
0.74,0.25,0.4514593239877
0.08,0.43,-0.27054097643222
-0.48,0.6,-0.38313217263268
0.92,-0.45,1.1320812220476
-0.68,-0.54,0.84358158627761
0.8,-0.65,1.0188823082571
0.36,-0.21,0.11527771087501
-0.26,-0.08,0.18583978002503
0.38,-0.73,1.3174794217177
-0.73,0.62,0.18480684694534
0.83,0.56,0.15410204004526
-0.89,-0.04,0.89842365464607
0.92,0.08,1.0059579611735
-0.22,0.21,0.093087075582893
0.61,-0.43,0.5489782643581
-0.26,0.05,0.0061562743812607
0.11,0.71,-0.68378080068019
-0.21,-0.27,0.27725591558538
-0.09,-0.53,0.64157218046033
-0.67,-0.48,0.80056417591054
-0.13,-0.18,0.0036265561568597
-0.37,0.9,-0.84905966813202
-0.01,-0.42,0.41918661032062
0.44,0.79,-0.84226853426846
0.33,0.09,0.41573660510721
0.89,-0.87,1.5284122743766
-0.79,0.31,0.3540824069164
-0.59,-0.47,0.55515047704745
-0.51,0.35,0.080595572280873
0.4,-0.91,1.0785146266127
-0.8,-0.23,0.76943395805156
-0.29,0.68,-0.63907964146507
-0.28,-0.71,0.70429331825354
0.06,-0.91,1.0642448893451
0.89,-0.71,1.7009941242936
-0.64,0.76,-0.53677190771687
-0.59,0.49,-0.12059485675073
-0.04,0.46,-0.52995404141044
-0.15,0.06,0.38881089967149
0.03,-0.6,0.57290958373279
0.52,0.99,-0.70555899188006
-0.54,-0.33,0.8775813158162
-0.7,0.21,0.072656265855988
-0.53,-0.12,0.6676769373484
-0.37,0.84,-0.9554595485492
-0.74,-0.84,1.3456696280371
0.27,0.66,-0.6853782172578
0.21,0.6,-0.67942091487961
-0.29,0.68,-0.61246834687116
-0.04,0.61,-0.76450759737509
-0.08,1,-0.97365041015402
-0.48,0.52,-0.39104437364683
0.74,-0.44,1.0967464960753
0.45,-0.44,0.63325601944442
0.93,0.14,0.72800807114219
-0.42,0.1,0.23337780920294
0.68,0.3,0.41181269632119
0.45,-0.69,0.83618189700098
0.37,-0.48,0.66321362632418
-0.1,-0.84,0.79339850072697
-0.29,-0.95,0.94590320221113
-0.62,-0.73,0.84868925666313
-0.98,0.22,0.50921494733505
-0.17,-0.78,0.94742082924454
0.92,0.18,0.34177118769132
0.66,0.39,-0.15227997329519
0.14,-0.66,0.47395124761233
0.92,-0.19,1.114453596219
-0.66,0.57,-0.2643168698746
-0.98,0.89,-0.19361367467962
0.74,0.67,-0.32866832949867
0.78,-0.8,0.95777046788919
-0.45,-0.64,0.63069194024191
0.84,0.04,0.69551401307744
0.71,0.59,-0.46529773082528
0.79,0.89,-0.34322161403368
0.53,-0.73,0.91054822191149
0.72,0.62,-0.1645420278781
0.96,-0.34,0.98326195857961
-0.07,0.02,0.16917382319157
0.94,0.63,0.099387936718281
0.26,-0.17,0.52245300696307
-0.01,0.78,-0.67123394512701
-0.39,0.91,-0.68878751639032
-0.54,-0.85,1.1007506339912
-0.09,-0.51,0.71368020212661
0.26,-0.75,0.75055958158853
0.59,0.39,0.11885705457174
-0.16,-0.05,0.013350785174667
-0.71,0.48,0.08504871470671
-0.07,-0.6,0.33027953660098
0.22,0.82,-0.71003572835623
0.2,0.17,0.13217207896406
-0.14,0.61,-0.75361603263939
0.78,-0.87,1.5085280433746
0.09,-0.32,0.34304724856918
0.71,0.05,0.70241462908352
-0.88,-0.34,1.3644650708879
-0.78,-0.71,1.4797195310595
-0.88,0.58,0.47049804266259
0.13,0.19,-0.035127831345831
0.14,0.26,-0.13399981891373
-0.59,0.08,0.28520068796787
0.08,0.29,-0.12482117772626
-0.55,0.91,-0.639116162872
0.7,0.46,0.010066536880469
0.63,0.04,0.62551084931123
-0.39,0.9,-0.76542855359994
-0.51,-0.75,0.73959894129959
0.09,-0.68,0.57164297650483
0.83,0.93,-0.19693729199816
-0.96,0.84,-0.24851665993652
-0.46,0.27,0.15903660556809
-0.98,0.29,0.59422059249676
-0.12,-0.83,0.89637378380116
0.19,0.89,-0.92103991269221
-0.05,0.55,-0.60831205723302
-0.64,0.4,-0.12576052310579
-0.28,0.75,-0.80019183817874
-0.63,0.12,0.07288450779384
-0.92,0.2,0.85221947468292
-0.5,0.46,-0.069615762267692
0.23,0.58,-0.33384704198455
0.3,-0.17,0.24285869750731
0.11,-0.35,0.33608134291745
0.81,0.22,0.62110799366817
0.67,-0.73,1.2152229802078
-0.85,-0.51,1.1583103355195
0.46,-0.8,1.2545959665086
-0.79,0.08,0.14125256609863
-0.45,0.93,-0.81374430010374
0.35,-0.96,1.1375621390878
-0.64,0.62,-0.10808265342351
0.66,0.35,-0.0092624542243984
0.4,0.85,-1.0977955873537
0.17,0.71,-0.70199962079774
-0.21,0.75,-0.68809035106259
0.09,-0.87,0.93340782117741
-0.27,-0.53,0.5767991900506
0.51,0.26,0.10537360053367
-0.19,0.98,-0.95590109917707
-0.02,0.17,-0.43182621913348
0.18,-0.81,0.52494884526817
0.04,0.81,-0.80723502507029
-0.28,0.02,0.082778715781332
-0.45,0.18,-0.12774305184735
0.03,-0.2,0.11865005818975
-0.05,0.69,-0.35548908655392
-0.04,-1,1.2304444925947
0.91,-0.83,1.3858640268571
0.38,0.19,0.063647396341672
-0.7,-0.36,0.73455803744278
-0.77,0.59,0.04237084094434
-0.23,-0.84,0.79320437757744
0.94,0.87,0.13860618544346
0.1,-0.61,0.46437575001194
0.86,-0.2,0.57134941419414
0.12,-0.7,0.45826078972434
0.32,-0.53,0.78325240133324
0.75,-0.91,1.5043926171276
0.03,-0.9,1.1992778705055
0.85,0.2,0.55521969872322
0.21,-0.07,0.0063645666679042
0.98,-0.39,1.3702047091481
0.3,0.53,-0.402112086071
0.5,-0.37,0.84519227756838
-0.79,0.46,-0.037170542262327
-0.97,-0.42,1.3289094720861
0.52,-0.42,0.72344145483306
-0.74,-0.39,0.84380153735649
0.02,-0.86,1.0105037074207
0.66,-0.15,0.48146003692052
0.59,0.61,-0.27867823960323
0.36,-0.28,0.51979289275641
0.25,-0.56,0.35766199559045
-0.95,-0.79,1.7561897832633
-0.93,-0.26,0.84230565914591
0.4,-0.99,1.2687193597598
-0.96,-0.11,1.0563722190345
0.13,-0.37,0.74515399294805
0.93,0.16,0.94291915891498
-0.15,-0.76,0.90425334419903
0.04,0.63,-0.91734917080194
-0.88,0.45,0.40363709802857
-1,0.75,0.25840775871206
-0.56,1,-0.903732382766
-0.34,-0.57,0.69695582721572
-0.8,0.63,0.051245599620184
0.85,-0.84,1.4925664207342
-0.26,-0.01,0.40154653075566
0.22,-0.37,0.39349910671507
0.32,-0.53,0.6294415121806
0.42,0.17,-0.18138188104116
0.12,-0.97,0.89599167591856
0.54,0.43,-0.19505241110025
-0.85,-0.01,0.76776725303949
0.89,0.16,0.82442734119356
0.36,-0.14,0.41973771292646
0.55,-0.65,0.75713597063279
