# id:2-2--2-1 
0.13,-0.58,1
-0.98,0.42,1
0.45,0.63,-1
-0.29,-0.81,1
-0.98,0.29,1
-1,-0.47,1
-0.23,0.51,-1
-0.93,-0.18,1
-0.39,0.28,-1
0.14,-0.35,1
-0.89,-0.12,1
-0.94,-0.1,1
-0.11,-0.86,1
-0.32,0.53,-1
-0.9,-0.92,1
0.11,-0.13,1
-0.52,-0.16,1
-0.8,0.66,-1
0.16,0.49,-1
0.6,-0.27,1
-0.34,-0.06,1
-1,-0.15,1
0.93,-0.82,1
-0.73,-0.73,1
-0.2,-0.38,1
0.21,-0.95,1
-0.77,0.07,1
-0.68,-0.44,1
0.63,0.95,-1
0.56,0.12,1
0.2,-0.83,1
0.45,-0.83,1
-0.88,-0.94,1
-0.98,0.68,1
0.13,0.64,-1
-0.29,0.62,-1
-0.07,-0.86,1
0.05,0.04,1
-0.95,-0.06,1
0.28,-0.58,1
-0.07,-0.51,1
0.31,0.28,-1
0.99,-0.24,1
0.29,-0.41,1
-0.49,-0.76,1
-0.77,0.19,1
0.91,0.4,1
-1,-0.31,1
0.73,0.48,-1
-0.57,0.46,-1
-0.14,0.64,-1
0.9,-0.24,1
-0.7,0.13,1
-0.33,0.04,1
0.78,-0.82,1
0.38,-0.51,1
0.8,0.46,1
0.53,0.38,1
-0.54,-0.48,1
-0.29,0.99,-1
-0.1,-0.55,1
0.61,0.58,-1
0.24,0.3,-1
-1,-0.04,1
-0.58,-0.86,1
-0.32,0.19,-1
0.92,-0.47,1
-0.27,-0.72,1
-0.8,-0.7,1
-0.72,0.07,1
0.48,0.25,-1
0.11,-0.93,1
-0.42,-0.65,1
-0.36,-0.34,1
0.74,0.6,1
-0.41,-0.26,1
0.19,0.43,-1
-0.24,-0.43,1
0.73,0.47,1
-0.18,0.33,-1
0.95,0.18,1
-0.12,-0.11,1
-0.28,0.78,-1
-0.38,0.64,-1
0.92,0.31,1
0.18,0.07,-1
-0.62,0.97,-1
0.52,0.36,-1
-0.1,0.57,-1
0.82,-0.1,1
-0.15,0.58,-1
0.78,-0.87,1
0.76,0.83,-1
0.98,-0.17,1
-0.15,0.26,-1
-0.01,-0.8,1
-0.42,0.85,-1
0.11,0.43,-1
-0.53,0.45,-1
-0.52,0.44,-1
0.24,0.77,-1
-0.45,-0.91,1
-0.96,0.15,1
0.31,0.77,-1
0.68,-0.26,1
0.31,0.7,-1
0.36,0.36,-1
0.46,-0.35,1
-0.97,0.35,1
-0.55,0,1
0.18,-0.71,1
0.88,-0.19,1
0.22,-0.05,1
0.36,-0.89,1
0.89,-0.01,1
0.51,-0.11,1
0.34,0.59,-1
-0.71,0.17,1
